,0,1,2
669,disable the account using active directory.,close,0
670,disable the account using active directory.,create,0
671,disable the account using active directory.,detonate,0
672,disable the account using active directory.,disable,1
673,disable the account using active directory.,download,0
674,disable the account using active directory.,enrich,0
675,disable the account using active directory.,parse,0
676,disable the account using active directory.,print,0
677,disable the account using active directory.,quarantine,0
678,disable the account using active directory.,query,0
679,disable the account using active directory.,retrieve,0
680,disable the account using active directory.,send,0
681,disable the account using active directory.,set,0
682,disable the account using active directory.,use,0
683,disable the account using active directory.,verify,0
684,download the pdf report to the war room.,assing,0
685,download the pdf report to the war room.,block,0
686,download the pdf report to the war room.,categorise,0
687,download the pdf report to the war room.,close,0
688,download the pdf report to the war room.,create,0
689,download the pdf report to the war room.,detonate,0
690,download the pdf report to the war room.,disable,0
691,download the pdf report to the war room.,download,1
692,download the pdf report to the war room.,enrich,0
693,download the pdf report to the war room.,parse,0
694,download the pdf report to the war room.,print,0
695,download the pdf report to the war room.,quarantine,0
696,download the pdf report to the war room.,query,0
697,download the pdf report to the war room.,retrieve,0
698,download the pdf report to the war room.,send,0
699,download the pdf report to the war room.,set,0
700,download the pdf report to the war room.,use,0
701,download the pdf report to the war room.,verify,0
702,downloads file from archer to demisto's context,assing,0
703,downloads file from archer to demisto's context,block,0
704,downloads file from archer to demisto's context,categorise,0
705,downloads file from archer to demisto's context,close,0
706,downloads file from archer to demisto's context,create,0
707,downloads file from archer to demisto's context,detonate,0
708,downloads file from archer to demisto's context,disable,0
709,downloads file from archer to demisto's context,download,1
710,downloads file from archer to demisto's context,enrich,0
711,downloads file from archer to demisto's context,parse,0
712,downloads file from archer to demisto's context,print,0
713,downloads file from archer to demisto's context,quarantine,0
714,downloads file from archer to demisto's context,query,0
715,downloads file from archer to demisto's context,retrieve,0
716,downloads file from archer to demisto's context,send,0
717,downloads file from archer to demisto's context,set,0
718,downloads file from archer to demisto's context,use,0
719,downloads file from archer to demisto's context,verify,0
720,dump the file to the war room,assing,0
721,dump the file to the war room,block,0
722,dump the file to the war room,categorise,0
723,dump the file to the war room,close,0
724,dump the file to the war room,create,0
725,dump the file to the war room,detonate,0
726,dump the file to the war room,disable,0
727,dump the file to the war room,download,0
728,dump the file to the war room,enrich,0
729,dump the file to the war room,parse,0
730,dump the file to the war room,print,0
731,dump the file to the war room,quarantine,0
732,dump the file to the war room,query,0
733,dump the file to the war room,retrieve,0
734,dump the file to the war room,send,1
735,dump the file to the war room,set,0
736,dump the file to the war room,use,0
737,dump the file to the war room,verify,0
738,enrich accounts using one or more integration,assing,0
739,enrich accounts using one or more integration,block,0
740,enrich accounts using one or more integration,categorise,0
741,enrich accounts using one or more integration,close,0
742,enrich accounts using one or more integration,create,0
743,enrich accounts using one or more integration,detonate,0
744,enrich accounts using one or more integration,disable,0
745,enrich accounts using one or more integration,download,0
746,enrich accounts using one or more integration,enrich,1
747,enrich accounts using one or more integration,parse,0
748,enrich accounts using one or more integration,print,0
749,enrich accounts using one or more integration,quarantine,0
750,enrich accounts using one or more integration,query,0
751,enrich accounts using one or more integration,retrieve,0
752,enrich accounts using one or more integration,send,0
753,enrich accounts using one or more integration,set,0
754,enrich accounts using one or more integration,use,0
755,enrich accounts using one or more integration,verify,0
756,get a specific case from esm,assing,0
757,get a specific case from esm,block,0
758,get a specific case from esm,categorise,0
759,get a specific case from esm,close,0
760,get a specific case from esm,create,0
761,get a specific case from esm,detonate,0
762,get a specific case from esm,disable,0
763,get a specific case from esm,download,0
764,get a specific case from esm,enrich,0
765,get a specific case from esm,parse,0
766,get a specific case from esm,print,0
767,get a specific case from esm,quarantine,0
768,get a specific case from esm,query,0
769,get a specific case from esm,retrieve,1
770,get a specific case from esm,send,0
771,get a specific case from esm,set,0
772,get a specific case from esm,use,0
773,get a specific case from esm,verify,0
774,get crowdstrike device id,assing,0
775,get crowdstrike device id,block,0
776,get crowdstrike device id,categorise,0
777,get crowdstrike device id,close,0
778,get crowdstrike device id,create,0
779,get crowdstrike device id,detonate,0
780,get crowdstrike device id,disable,0
781,get crowdstrike device id,download,0
782,get crowdstrike device id,enrich,0
783,get crowdstrike device id,parse,0
784,get crowdstrike device id,print,0
785,get crowdstrike device id,quarantine,0
786,get crowdstrike device id,query,0
787,get crowdstrike device id,retrieve,1
788,get crowdstrike device id,send,0
789,get crowdstrike device id,set,0
790,get crowdstrike device id,use,0
791,get crowdstrike device id,verify,0
792,get hardware details from endpoint,assing,0
793,get hardware details from endpoint,block,0
794,get hardware details from endpoint,categorise,0
795,get hardware details from endpoint,close,0
796,get hardware details from endpoint,create,0
797,get hardware details from endpoint,detonate,0
798,get hardware details from endpoint,disable,0
799,get hardware details from endpoint,download,0
800,get hardware details from endpoint,enrich,0
801,get hardware details from endpoint,parse,0
802,get hardware details from endpoint,print,0
803,get hardware details from endpoint,quarantine,0
804,get hardware details from endpoint,query,0
805,get hardware details from endpoint,retrieve,1
806,get hardware details from endpoint,send,0
807,get hardware details from endpoint,set,0
808,get hardware details from endpoint,use,0
809,get hardware details from endpoint,verify,0
810,get host information from crowdstrike falcon host,assing,0
811,get host information from crowdstrike falcon host,block,0
812,get host information from crowdstrike falcon host,categorise,0
813,get host information from crowdstrike falcon host,close,0
814,get host information from crowdstrike falcon host,create,0
815,get host information from crowdstrike falcon host,detonate,0
816,get host information from crowdstrike falcon host,disable,0
817,get host information from crowdstrike falcon host,download,0
818,get host information from crowdstrike falcon host,enrich,0
819,get host information from crowdstrike falcon host,parse,0
820,get host information from crowdstrike falcon host,print,0
821,get host information from crowdstrike falcon host,quarantine,0
822,get host information from crowdstrike falcon host,query,0
823,get host information from crowdstrike falcon host,retrieve,1
824,get host information from crowdstrike falcon host,send,0
825,get host information from crowdstrike falcon host,set,0
826,get host information from crowdstrike falcon host,use,0
827,get host information from crowdstrike falcon host,verify,0
828,get the report for a task created for a submitted file or url.,assing,0
829,get the report for a task created for a submitted file or url.,block,0
830,get the report for a task created for a submitted file or url.,categorise,0
831,get the report for a task created for a submitted file or url.,close,0
832,get the report for a task created for a submitted file or url.,create,0
833,get the report for a task created for a submitted file or url.,detonate,0
834,get the report for a task created for a submitted file or url.,disable,0
835,get the report for a task created for a submitted file or url.,download,0
836,get the report for a task created for a submitted file or url.,enrich,0
837,get the report for a task created for a submitted file or url.,parse,0
838,get the report for a task created for a submitted file or url.,print,0
839,get the report for a task created for a submitted file or url.,quarantine,0
840,get the report for a task created for a submitted file or url.,query,0
841,get the report for a task created for a submitted file or url.,retrieve,1
842,get the report for a task created for a submitted file or url.,send,0
843,get the report for a task created for a submitted file or url.,set,0
844,get the report for a task created for a submitted file or url.,use,0
845,get the report for a task created for a submitted file or url.,verify,0
846,get the results of the operation.,assing,0
847,get the results of the operation.,block,0
848,get the results of the operation.,categorise,0
849,get the results of the operation.,close,0
850,get the results of the operation.,create,0
851,get the results of the operation.,detonate,0
852,get the results of the operation.,disable,0
853,get the results of the operation.,download,0
854,get the results of the operation.,enrich,0
855,get the results of the operation.,parse,0
856,get the results of the operation.,print,0
857,get the results of the operation.,quarantine,0
858,get the results of the operation.,query,0
859,get the results of the operation.,retrieve,1
860,get the results of the operation.,send,0
861,get the results of the operation.,set,0
862,get the results of the operation.,use,0
863,get the results of the operation.,verify,0
864,initiate the operation,assing,0
865,initiate the operation,block,0
866,initiate the operation,categorise,0
867,initiate the operation,close,0
868,initiate the operation,create,0
869,initiate the operation,detonate,0
870,initiate the operation,disable,0
871,initiate the operation,download,0
872,initiate the operation,enrich,0
873,initiate the operation,parse,0
874,initiate the operation,print,0
875,initiate the operation,quarantine,0
876,initiate the operation,query,0
877,initiate the operation,retrieve,0
878,initiate the operation,send,0
879,initiate the operation,set,1
880,initiate the operation,use,0
881,initiate the operation,verify,0
882,initiated the generic polling playbook that will do the polling command,assing,0
883,initiated the generic polling playbook that will do the polling command,block,0
884,initiated the generic polling playbook that will do the polling command,categorise,0
885,initiated the generic polling playbook that will do the polling command,close,0
886,initiated the generic polling playbook that will do the polling command,create,0
887,initiated the generic polling playbook that will do the polling command,detonate,0
888,initiated the generic polling playbook that will do the polling command,disable,0
889,initiated the generic polling playbook that will do the polling command,download,0
890,initiated the generic polling playbook that will do the polling command,enrich,0
891,initiated the generic polling playbook that will do the polling command,parse,0
892,initiated the generic polling playbook that will do the polling command,print,0
893,initiated the generic polling playbook that will do the polling command,quarantine,0
894,initiated the generic polling playbook that will do the polling command,query,0
895,initiated the generic polling playbook that will do the polling command,retrieve,0
896,initiated the generic polling playbook that will do the polling command,send,0
897,initiated the generic polling playbook that will do the polling command,set,1
898,initiated the generic polling playbook that will do the polling command,use,0
899,initiated the generic polling playbook that will do the polling command,verify,0
900,parse email with nexpose,assing,0
901,parse email with nexpose,block,0
902,parse email with nexpose,categorise,0
903,parse email with nexpose,close,0
904,parse email with nexpose,create,0
905,parse email with nexpose,detonate,0
906,parse email with nexpose,disable,0
907,parse email with nexpose,download,0
908,parse email with nexpose,enrich,0
909,parse email with nexpose,parse,1
910,parse email with nexpose,print,0
911,parse email with nexpose,quarantine,0
912,parse email with nexpose,query,0
913,parse email with nexpose,retrieve,0
914,parse email with nexpose,send,0
915,parse email with nexpose,set,0
916,parse email with nexpose,use,0
917,parse email with nexpose,verify,0
918,parse email with sentinelone,assing,0
919,parse email with sentinelone,block,0
920,parse email with sentinelone,categorise,0
921,parse email with sentinelone,close,0
922,parse email with sentinelone,create,0
923,parse email with sentinelone,detonate,0
924,parse email with sentinelone,disable,0
925,parse email with sentinelone,download,0
926,parse email with sentinelone,enrich,0
927,parse email with sentinelone,parse,1
928,parse email with sentinelone,print,0
929,parse email with sentinelone,quarantine,0
930,parse email with sentinelone,query,0
931,parse email with sentinelone,retrieve,0
932,parse email with sentinelone,send,0
933,parse email with sentinelone,set,0
934,parse email with sentinelone,use,0
935,parse email with sentinelone,verify,0
936,parse email with splunk,assing,0
937,parse email with splunk,block,0
938,parse email with splunk,categorise,0
939,parse email with splunk,close,0
940,parse email with splunk,create,0
941,parse email with splunk,detonate,0
942,parse email with splunk,disable,0
943,parse email with splunk,download,0
944,parse email with splunk,enrich,0
945,parse email with splunk,parse,1
946,parse email with splunk,print,0
947,parse email with splunk,quarantine,0
948,parse email with splunk,query,0
949,parse email with splunk,retrieve,0
950,parse email with splunk,send,0
951,parse email with splunk,set,0
952,parse email with splunk,use,0
953,parse email with splunk,verify,0
954,poll the operation,assing,0
955,poll the operation,block,0
956,poll the operation,categorise,0
957,poll the operation,close,0
958,poll the operation,create,0
959,poll the operation,detonate,0
960,poll the operation,disable,0
961,poll the operation,download,0
962,poll the operation,enrich,0
963,poll the operation,parse,0
964,poll the operation,print,0
965,poll the operation,quarantine,0
966,poll the operation,query,0
967,poll the operation,retrieve,0
968,poll the operation,send,0
969,poll the operation,set,1
970,poll the operation,use,0
971,poll the operation,verify,0
972,prints report to war room,assing,0
973,prints report to war room,block,0
974,prints report to war room,categorise,0
975,prints report to war room,close,0
976,prints report to war room,create,0
977,prints report to war room,detonate,0
978,prints report to war room,disable,0
979,prints report to war room,download,0
980,prints report to war room,enrich,0
981,prints report to war room,parse,0
982,prints report to war room,print,1
983,prints report to war room,quarantine,0
984,prints report to war room,query,0
985,prints report to war room,retrieve,0
986,prints report to war room,send,0
987,prints report to war room,set,0
988,prints report to war room,use,0
989,prints report to war room,verify,0
990,quarantine the account,assing,0
991,quarantine the account,block,0
992,quarantine the account,categorise,0
993,quarantine the account,close,0
994,quarantine the account,create,0
995,quarantine the account,detonate,0
996,quarantine the account,disable,0
997,quarantine the account,download,0
998,quarantine the account,enrich,0
999,quarantine the account,parse,0
1000,quarantine the account,print,0
1001,quarantine the account,quarantine,1
1002,quarantine the account,query,0
1003,quarantine the account,retrieve,0
1004,quarantine the account,send,0
1005,quarantine the account,set,0
1006,quarantine the account,use,0
1007,quarantine the account,verify,0
1008,quarantine the endpoint,assing,0
1009,quarantine the endpoint,block,0
1010,quarantine the endpoint,categorise,0
1011,quarantine the endpoint,close,0
1012,quarantine the endpoint,create,0
1013,quarantine the endpoint,detonate,0
1014,quarantine the endpoint,disable,0
1015,quarantine the endpoint,download,0
1016,quarantine the endpoint,enrich,0
1017,quarantine the endpoint,parse,0
1018,quarantine the endpoint,print,0
1019,quarantine the endpoint,quarantine,1
1020,quarantine the endpoint,query,0
1021,quarantine the endpoint,retrieve,0
1022,quarantine the endpoint,send,0
1023,quarantine the endpoint,set,0
1024,quarantine the endpoint,use,0
1025,quarantine the endpoint,verify,0
1026,queries active directory,assing,0
1027,queries active directory,block,0
1028,queries active directory,categorise,0
1029,queries active directory,close,0
1030,queries active directory,create,0
1031,queries active directory,detonate,0
1032,queries active directory,disable,0
1033,queries active directory,download,0
1034,queries active directory,enrich,0
1035,queries active directory,parse,0
1036,queries active directory,print,0
1037,queries active directory,quarantine,0
1038,queries active directory,query,1
1039,queries active directory,retrieve,0
1040,queries active directory,send,0
1041,queries active directory,set,0
1042,queries active directory,use,0
1043,queries active directory,verify,0
1044,queries active directory for the username's information.,assing,0
1045,queries active directory for the username's information.,block,0
1046,queries active directory for the username's information.,categorise,0
1047,queries active directory for the username's information.,close,0
1048,queries active directory for the username's information.,create,0
1049,queries active directory for the username's information.,detonate,0
1050,queries active directory for the username's information.,disable,0
1051,queries active directory for the username's information.,download,0
1052,queries active directory for the username's information.,enrich,0
1053,queries active directory for the username's information.,parse,0
1054,queries active directory for the username's information.,print,0
1055,queries active directory for the username's information.,quarantine,0
1056,queries active directory for the username's information.,query,1
1057,queries active directory for the username's information.,retrieve,0
1058,queries active directory for the username's information.,send,0
1059,queries active directory for the username's information.,set,0
1060,queries active directory for the username's information.,use,0
1061,queries active directory for the username's information.,verify,0
1062,query active directory for the email address information,assing,0
1063,query active directory for the email address information,block,0
1064,query active directory for the email address information,categorise,0
1065,query active directory for the email address information,close,0
1066,query active directory for the email address information,create,0
1067,query active directory for the email address information,detonate,0
1068,query active directory for the email address information,disable,0
1069,query active directory for the email address information,download,0
1070,query active directory for the email address information,enrich,0
1071,query active directory for the email address information,parse,0
1072,query active directory for the email address information,print,0
1073,query active directory for the email address information,quarantine,0
1074,query active directory for the email address information,query,1
1075,query active directory for the email address information,retrieve,0
1076,query active directory for the email address information,send,0
1077,query active directory for the email address information,set,0
1078,query active directory for the email address information,use,0
1079,query active directory for the email address information,verify,0
1080,query active directory for the username's information,assing,0
1081,query active directory for the username's information,block,0
1082,query active directory for the username's information,categorise,0
1083,query active directory for the username's information,close,0
1084,query active directory for the username's information,create,0
1085,query active directory for the username's information,detonate,0
1086,query active directory for the username's information,disable,0
1087,query active directory for the username's information,download,0
1088,query active directory for the username's information,enrich,0
1089,query active directory for the username's information,parse,0
1090,query active directory for the username's information,print,0
1091,query active directory for the username's information,quarantine,0
1092,query active directory for the username's information,query,1
1093,query active directory for the username's information,retrieve,0
1094,query active directory for the username's information,send,0
1095,query active directory for the username's information,set,0
1096,query active directory for the username's information,use,0
1097,query active directory for the username's information,verify,0
1098,query the account logs in siem,assing,0
1099,query the account logs in siem,block,0
1100,query the account logs in siem,categorise,0
1101,query the account logs in siem,close,0
1102,query the account logs in siem,create,0
1103,query the account logs in siem,detonate,0
1104,query the account logs in siem,disable,0
1105,query the account logs in siem,download,0
1106,query the account logs in siem,enrich,0
1107,query the account logs in siem,parse,0
1108,query the account logs in siem,print,0
1109,query the account logs in siem,quarantine,0
1110,query the account logs in siem,query,1
1111,query the account logs in siem,retrieve,0
1112,query the account logs in siem,send,0
1113,query the account logs in siem,set,0
1114,query the account logs in siem,use,0
1115,query the account logs in siem,verify,0
1116,query the ips logs in the siem,assing,0
1117,query the ips logs in the siem,block,0
1118,query the ips logs in the siem,categorise,0
1119,query the ips logs in the siem,close,0
1120,query the ips logs in the siem,create,0
1121,query the ips logs in the siem,detonate,0
1122,query the ips logs in the siem,disable,0
1123,query the ips logs in the siem,download,0
1124,query the ips logs in the siem,enrich,0
1125,query the ips logs in the siem,parse,0
1126,query the ips logs in the siem,print,0
1127,query the ips logs in the siem,quarantine,0
1128,query the ips logs in the siem,query,1
1129,query the ips logs in the siem,retrieve,0
1130,query the ips logs in the siem,send,0
1131,query the ips logs in the siem,set,0
1132,query the ips logs in the siem,use,0
1133,query the ips logs in the siem,verify,0
1134,"retrieve cve information from ""cve search"".",assing,0
1135,"retrieve cve information from ""cve search"".",block,0
1136,"retrieve cve information from ""cve search"".",categorise,0
1137,"retrieve cve information from ""cve search"".",close,0
1138,"retrieve cve information from ""cve search"".",create,0
1139,"retrieve cve information from ""cve search"".",detonate,0
1140,"retrieve cve information from ""cve search"".",disable,0
1141,"retrieve cve information from ""cve search"".",download,0
1142,"retrieve cve information from ""cve search"".",enrich,0
1143,"retrieve cve information from ""cve search"".",parse,0
1144,"retrieve cve information from ""cve search"".",print,0
1145,"retrieve cve information from ""cve search"".",quarantine,0
1146,"retrieve cve information from ""cve search"".",query,0
1147,"retrieve cve information from ""cve search"".",retrieve,1
1148,"retrieve cve information from ""cve search"".",send,0
1149,"retrieve cve information from ""cve search"".",set,0
1150,"retrieve cve information from ""cve search"".",use,0
1151,"retrieve cve information from ""cve search"".",verify,0
1152,retrieve cve information from xfe.,assing,0
1153,retrieve cve information from xfe.,block,0
1154,retrieve cve information from xfe.,categorise,0
1155,retrieve cve information from xfe.,close,0
1156,retrieve cve information from xfe.,create,0
1157,retrieve cve information from xfe.,detonate,0
1158,retrieve cve information from xfe.,disable,0
1159,retrieve cve information from xfe.,download,0
1160,retrieve cve information from xfe.,enrich,0
1161,retrieve cve information from xfe.,parse,0
1162,retrieve cve information from xfe.,print,0
1163,retrieve cve information from xfe.,quarantine,0
1164,retrieve cve information from xfe.,query,0
1165,retrieve cve information from xfe.,retrieve,1
1166,retrieve cve information from xfe.,send,0
1167,retrieve cve information from xfe.,set,0
1168,retrieve cve information from xfe.,use,0
1169,retrieve cve information from xfe.,verify,0
1170,retrieve cve reputation using one or more integrations.,assing,0
1171,retrieve cve reputation using one or more integrations.,block,0
1172,retrieve cve reputation using one or more integrations.,categorise,0
1173,retrieve cve reputation using one or more integrations.,close,0
1174,retrieve cve reputation using one or more integrations.,create,0
1175,retrieve cve reputation using one or more integrations.,detonate,0
1176,retrieve cve reputation using one or more integrations.,disable,0
1177,retrieve cve reputation using one or more integrations.,download,0
1178,retrieve cve reputation using one or more integrations.,enrich,0
1179,retrieve cve reputation using one or more integrations.,parse,0
1180,retrieve cve reputation using one or more integrations.,print,0
1181,retrieve cve reputation using one or more integrations.,quarantine,0
1182,retrieve cve reputation using one or more integrations.,query,0
1183,retrieve cve reputation using one or more integrations.,retrieve,1
1184,retrieve cve reputation using one or more integrations.,send,0
1185,retrieve cve reputation using one or more integrations.,set,0
1186,retrieve cve reputation using one or more integrations.,use,0
1187,retrieve cve reputation using one or more integrations.,verify,0
1188,retrieve result data upon a file.,assing,0
1189,retrieve result data upon a file.,block,0
1190,retrieve result data upon a file.,categorise,0
1191,retrieve result data upon a file.,close,0
1192,retrieve result data upon a file.,create,0
1193,retrieve result data upon a file.,detonate,0
1194,retrieve result data upon a file.,disable,0
1195,retrieve result data upon a file.,download,0
1196,retrieve result data upon a file.,enrich,0
1197,retrieve result data upon a file.,parse,0
1198,retrieve result data upon a file.,print,0
1199,retrieve result data upon a file.,quarantine,0
1200,retrieve result data upon a file.,query,0
1201,retrieve result data upon a file.,retrieve,1
1202,retrieve result data upon a file.,send,0
1203,retrieve result data upon a file.,set,0
1204,retrieve result data upon a file.,use,0
1205,retrieve result data upon a file.,verify,0
1206,retrieve the ad account information for the manager of the source user account.,assing,0
1207,retrieve the ad account information for the manager of the source user account.,block,0
1208,retrieve the ad account information for the manager of the source user account.,categorise,0
1209,retrieve the ad account information for the manager of the source user account.,close,0
1210,retrieve the ad account information for the manager of the source user account.,create,0
1211,retrieve the ad account information for the manager of the source user account.,detonate,0
1212,retrieve the ad account information for the manager of the source user account.,disable,0
1213,retrieve the ad account information for the manager of the source user account.,download,0
1214,retrieve the ad account information for the manager of the source user account.,enrich,0
1215,retrieve the ad account information for the manager of the source user account.,parse,0
1216,retrieve the ad account information for the manager of the source user account.,print,0
1217,retrieve the ad account information for the manager of the source user account.,quarantine,0
1218,retrieve the ad account information for the manager of the source user account.,query,0
1219,retrieve the ad account information for the manager of the source user account.,retrieve,1
1220,retrieve the ad account information for the manager of the source user account.,send,0
1221,retrieve the ad account information for the manager of the source user account.,set,0
1222,retrieve the ad account information for the manager of the source user account.,use,0
1223,retrieve the ad account information for the manager of the source user account.,verify,0
1224,retrieve the report from qualys.,assing,0
1225,retrieve the report from qualys.,block,0
1226,retrieve the report from qualys.,categorise,0
1227,retrieve the report from qualys.,close,0
1228,retrieve the report from qualys.,create,0
1229,retrieve the report from qualys.,detonate,0
1230,retrieve the report from qualys.,disable,0
1231,retrieve the report from qualys.,download,0
1232,retrieve the report from qualys.,enrich,0
1233,retrieve the report from qualys.,parse,0
1234,retrieve the report from qualys.,print,0
1235,retrieve the report from qualys.,quarantine,0
1236,retrieve the report from qualys.,query,0
1237,retrieve the report from qualys.,retrieve,1
1238,retrieve the report from qualys.,send,0
1239,retrieve the report from qualys.,set,0
1240,retrieve the report from qualys.,use,0
1241,retrieve the report from qualys.,verify,0
1242,retrieves detailed information about a user account.,assing,0
1243,retrieves detailed information about a user account.,block,0
1244,retrieves detailed information about a user account.,categorise,0
1245,retrieves detailed information about a user account.,close,0
1246,retrieves detailed information about a user account.,create,0
1247,retrieves detailed information about a user account.,detonate,0
1248,retrieves detailed information about a user account.,disable,0
1249,retrieves detailed information about a user account.,download,0
1250,retrieves detailed information about a user account.,enrich,0
1251,retrieves detailed information about a user account.,parse,0
1252,retrieves detailed information about a user account.,print,0
1253,retrieves detailed information about a user account.,quarantine,0
1254,retrieves detailed information about a user account.,query,0
1255,retrieves detailed information about a user account.,retrieve,1
1256,retrieves detailed information about a user account.,send,0
1257,retrieves detailed information about a user account.,set,0
1258,retrieves detailed information about a user account.,use,0
1259,retrieves detailed information about a user account.,verify,0
1260,return output 'no' for empty arrays,assing,0
1261,return output 'no' for empty arrays,block,0
1262,return output 'no' for empty arrays,categorise,0
1263,return output 'no' for empty arrays,close,0
1264,return output 'no' for empty arrays,create,0
1265,return output 'no' for empty arrays,detonate,0
1266,return output 'no' for empty arrays,disable,0
1267,return output 'no' for empty arrays,download,0
1268,return output 'no' for empty arrays,enrich,0
1269,return output 'no' for empty arrays,parse,0
1270,return output 'no' for empty arrays,print,0
1271,return output 'no' for empty arrays,quarantine,0
1272,return output 'no' for empty arrays,query,0
1273,return output 'no' for empty arrays,retrieve,0
1274,return output 'no' for empty arrays,send,1
1275,return output 'no' for empty arrays,set,0
1276,return output 'no' for empty arrays,use,0
1277,return output 'no' for empty arrays,verify,0
1278,returns all case event ids,assing,0
1279,returns all case event ids,block,0
1280,returns all case event ids,categorise,0
1281,returns all case event ids,close,0
1282,returns all case event ids,create,0
1283,returns all case event ids,detonate,0
1284,returns all case event ids,disable,0
1285,returns all case event ids,download,0
1286,returns all case event ids,enrich,0
1287,returns all case event ids,parse,0
1288,returns all case event ids,print,0
1289,returns all case event ids,quarantine,0
1290,returns all case event ids,query,0
1291,returns all case event ids,retrieve,0
1292,returns all case event ids,send,1
1293,returns all case event ids,set,0
1294,returns all case event ids,use,0
1295,returns all case event ids,verify,0
1296,returns information for the specified username.,assing,0
1297,returns information for the specified username.,block,0
1298,returns information for the specified username.,categorise,0
1299,returns information for the specified username.,close,0
1300,returns information for the specified username.,create,0
1301,returns information for the specified username.,detonate,0
1302,returns information for the specified username.,disable,0
1303,returns information for the specified username.,download,0
1304,returns information for the specified username.,enrich,0
1305,returns information for the specified username.,parse,0
1306,returns information for the specified username.,print,0
1307,returns information for the specified username.,quarantine,0
1308,returns information for the specified username.,query,0
1309,returns information for the specified username.,retrieve,0
1310,returns information for the specified username.,send,1
1311,returns information for the specified username.,set,0
1312,returns information for the specified username.,use,0
1313,returns information for the specified username.,verify,0
1314,review email address,assing,0
1315,review email address,block,0
1316,review email address,categorise,0
1317,review email address,close,0
1318,review email address,create,0
1319,review email address,detonate,0
1320,review email address,disable,0
1321,review email address,download,0
1322,review email address,enrich,0
1323,review email address,parse,0
1324,review email address,print,0
1325,review email address,quarantine,0
1326,review email address,query,0
1327,review email address,retrieve,0
1328,review email address,send,0
1329,review email address,set,0
1330,review email address,use,0
1331,review email address,verify,1
1332,review for active directory instance,assing,0
1333,review for active directory instance,block,0
1334,review for active directory instance,categorise,0
1335,review for active directory instance,close,0
1336,review for active directory instance,create,0
1337,review for active directory instance,detonate,0
1338,review for active directory instance,disable,0
1339,review for active directory instance,download,0
1340,review for active directory instance,enrich,0
1341,review for active directory instance,parse,0
1342,review for active directory instance,print,0
1343,review for active directory instance,quarantine,0
1344,review for active directory instance,query,0
1345,review for active directory instance,retrieve,0
1346,review for active directory instance,send,0
1347,review for active directory instance,set,0
1348,review for active directory instance,use,0
1349,review for active directory instance,verify,1
1350,review if a given value exists in the context,assing,0
1351,review if a given value exists in the context,block,0
1352,review if a given value exists in the context,categorise,0
1353,review if a given value exists in the context,close,0
1354,review if a given value exists in the context,create,0
1355,review if a given value exists in the context,detonate,0
1356,review if a given value exists in the context,disable,0
1357,review if a given value exists in the context,download,0
1358,review if a given value exists in the context,enrich,0
1359,review if a given value exists in the context,parse,0
1360,review if a given value exists in the context,print,0
1361,review if a given value exists in the context,quarantine,0
1362,review if a given value exists in the context,query,0
1363,review if a given value exists in the context,retrieve,0
1364,review if a given value exists in the context,send,0
1365,review if a given value exists in the context,set,0
1366,review if a given value exists in the context,use,0
1367,review if a given value exists in the context,verify,1
1368,review the account's privileges,assing,0
1369,review the account's privileges,block,0
1370,review the account's privileges,categorise,0
1371,review the account's privileges,close,0
1372,review the account's privileges,create,0
1373,review the account's privileges,detonate,0
1374,review the account's privileges,disable,0
1375,review the account's privileges,download,0
1376,review the account's privileges,enrich,0
1377,review the account's privileges,parse,0
1378,review the account's privileges,print,0
1379,review the account's privileges,quarantine,0
1380,review the account's privileges,query,0
1381,review the account's privileges,retrieve,0
1382,review the account's privileges,send,0
1383,review the account's privileges,set,0
1384,review the account's privileges,use,0
1385,review the account's privileges,verify,1
1386,review the incident to determine if the account activity is malicious.,assing,0
1387,review the incident to determine if the account activity is malicious.,block,0
1388,review the incident to determine if the account activity is malicious.,categorise,0
1389,review the incident to determine if the account activity is malicious.,close,0
1390,review the incident to determine if the account activity is malicious.,create,0
1391,review the incident to determine if the account activity is malicious.,detonate,0
1392,review the incident to determine if the account activity is malicious.,disable,0
1393,review the incident to determine if the account activity is malicious.,download,0
1394,review the incident to determine if the account activity is malicious.,enrich,0
1395,review the incident to determine if the account activity is malicious.,parse,0
1396,review the incident to determine if the account activity is malicious.,print,0
1397,review the incident to determine if the account activity is malicious.,quarantine,0
1398,review the incident to determine if the account activity is malicious.,query,0
1399,review the incident to determine if the account activity is malicious.,retrieve,0
1400,review the incident to determine if the account activity is malicious.,send,0
1401,review the incident to determine if the account activity is malicious.,set,0
1402,review the incident to determine if the account activity is malicious.,use,0
1403,review the incident to determine if the account activity is malicious.,verify,1
1404,review username to query,assing,0
1405,review username to query,block,0
1406,review username to query,categorise,0
1407,review username to query,close,0
1408,review username to query,create,0
1409,review username to query,detonate,0
1410,review username to query,disable,0
1411,review username to query,download,0
1412,review username to query,enrich,0
1413,review username to query,parse,0
1414,review username to query,print,0
1415,review username to query,quarantine,0
1416,review username to query,query,0
1417,review username to query,retrieve,0
1418,review username to query,send,0
1419,review username to query,set,0
1420,review username to query,use,0
1421,review username to query,verify,1
1422,send an alert to the csirt slack channel,assing,0
1423,send an alert to the csirt slack channel,block,0
1424,send an alert to the csirt slack channel,categorise,0
1425,send an alert to the csirt slack channel,close,0
1426,send an alert to the csirt slack channel,create,0
