,id,taskid,type,name,description,scriptName ,tags,condition,scriptarguments,nexttasks,conditions
0,3,bc2a838b-0d3e-43d1-8dcd-3e014b6ccf3f,title,Alert and Escalate,Alert and Escalate,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isNotEmpty', 'left': {'value': {'complex': {'root': 'DemistoUsers', 'filters': [[{'operator': 'string.isNotEqual', 'left': {'value': {'simple': 'DemistoUsers.userType'}, 'iscontext': True}, 'right': {'value': {'simple': 'SAML'}}}]]}}, 'iscontext': True}}]]}"
0,4,2f4d7417-f033-4c83-83b2-8a7484869a32,regular,Escalate to Critical,Set incident severity to Critical,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isNotEmpty', 'left': {'value': {'complex': {'root': 'DemistoUsers', 'filters': [[{'operator': 'string.isNotEqual', 'left': {'value': {'simple': 'DemistoUsers.userType'}, 'iscontext': True}, 'right': {'value': {'simple': 'SAML'}}}]]}}, 'iscontext': True}}]]}"
0,5,15c95532-3d62-41b0-8d97-663d17443b1b,regular,Send alert to Slack channel,Send an alert to the CSIRT slack channel,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isNotEmpty', 'left': {'value': {'complex': {'root': 'DemistoUsers', 'filters': [[{'operator': 'string.isNotEqual', 'left': {'value': {'simple': 'DemistoUsers.userType'}, 'iscontext': True}, 'right': {'value': {'simple': 'SAML'}}}]]}}, 'iscontext': True}}]]}"
0,6,fed938d2-919c-467c-8f65-4757d50d6f00,regular,Send SMS alert,Send an SMS alert using Twilio.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isNotEmpty', 'left': {'value': {'complex': {'root': 'DemistoUsers', 'filters': [[{'operator': 'string.isNotEqual', 'left': {'value': {'simple': 'DemistoUsers.userType'}, 'iscontext': True}, 'right': {'value': {'simple': 'SAML'}}}]]}}, 'iscontext': True}}]]}"
0,7,99688ee1-63c3-4e75-8148-952305bcd890,regular,Close,Auto-close this incident,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isNotEmpty', 'left': {'value': {'complex': {'root': 'DemistoUsers', 'filters': [[{'operator': 'string.isNotEqual', 'left': {'value': {'simple': 'DemistoUsers.userType'}, 'iscontext': True}, 'right': {'value': {'simple': 'SAML'}}}]]}}, 'iscontext': True}}]]}"
0,0,b914ae63-e755-4b4b-8d46-da635ed2605b,start,,,,,,,,
0,1,6705f964-a6a7-470b-8336-76be42147afa,condition,Do we have relevant files?,Check if the type or info of files is either executable or pdf,,,,,,
0,3,12cc937e-cdd5-47df-85af-11301187d67d,regular,Print that there are no relevant files to detonate,,,,,,,
0,4,fd843ede-25fb-4cc3-8611-d9d54d4e1de4,regular,SandboxDetonateFile,Detonate the file in available sandboxes.,,,,,,
0,0,d8a91f9c-40f6-48f2-8dd2-1c7e59b6abdb,start,,Detonates a file using ANYRUN,,,,,,
0,1,5ad0fc44-886e-47e0-8d7d-ff6edae126dd,regular,ANYRUN Submit File for Analysis,Submit a file or url for analysis.,,,,,,
0,2,0f91df59-058c-43e3-8338-4f6220de8cec,playbook,GenericPolling,"Use as a sub-playbook to block execution of the master playbook until a remote action is complete.
This playbook implements polling by continually running the command in Step #2 until the operation completes.
The remote action should have the following structure:

1. Initiate the operation.
2. Poll to check if the operation completed.
3. (optional) Get the results of the operation.",,,,,,
0,5,93fac7de-168e-4b60-8172-1d0d8cc46702,title,Done,Detonates a file using ANYRUN,,,,,,
0,6,ae212064-acba-4bbf-8356-36fa72a109aa,condition,Is there a File to detonate?,Look for files to detonate,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'inputs.File', 'accessor': 'EntryID'}}, 'iscontext': True}}]]}"
0,7,93ed41bd-5396-498b-88e6-6576a6497e5e,condition,Is ANY.RUN sandbox enabled?,Check if integration instance is enabled,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'ANYRUN'}}}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,8,bf26e230-eb55-4b32-8031-5da5dd851921,regular,ANYRUN Get Report,Get the report for a task created for a submitted file or url.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'ANYRUN'}}}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,0,29dcbc1e-0bb0-45f1-82ed-eb65b6ce039d,start,,,,,,,,
0,5,3e2a6ea9-7f88-4d10-8d29-3ed2d10eba4f,condition,Is CrowdStrike enabled?,"Verify that there is a valid instance of CrowdStrike enabled.
",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VxStream'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,6,e6a670a6-eff4-4b16-883b-f08e7d7e7bd3,title,Done,Done,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VxStream'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,8,7226fb9e-9b1c-4e40-8823-428a6ef19aaa,regular,CrowdStrike Scan,Download the pdf report to the War Room.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VxStream'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,11,8377ba6f-c57d-4cd1-8a1f-5989f89978ac,regular,Set file to context,Set the file object into context.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VxStream'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,13,ab929de2-d71d-487e-8200-68a9178aca32,regular,CrowdStrike Upload Sample,Submits a sample to CrowdStrike,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VxStream'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,14,a15cdef0-f6bd-48e3-8198-3f7c20e668fe,condition,Is there a file to detonate?,Asserts there's a file to detonate,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.File'}, 'iscontext': True}}]]}"
0,15,a0565f2c-c720-4196-84d2-21e057c23637,condition,Is the file type supported?,Asserts the file type is supported,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'File', 'filters': [[{'operator': 'match', 'left': {'value': {'simple': 'File.Type'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}, {'operator': 'match', 'left': {'value': {'simple': 'File.Info'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}, {'operator': 'match', 'left': {'value': {'simple': 'File.Extension'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,16,c6e5c638-5c9e-470c-8f57-7931c2689dba,playbook,GenericPolling,Initiated the generic polling playbook that will do the polling command,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'File', 'filters': [[{'operator': 'match', 'left': {'value': {'simple': 'File.Type'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}, {'operator': 'match', 'left': {'value': {'simple': 'File.Info'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}, {'operator': 'match', 'left': {'value': {'simple': 'File.Extension'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}]]}}, 'iscontext': True}}]]}"
0,0,99639e9f-c42f-4241-849e-205318e76136,start,,,,,,,,
0,4,382bacc2-d6bd-4c14-8f52-4583422c52b4,regular,DetonateFile (CS Falcon Sandbox),Detonate the file in CrowdStrike Falcon Sandbox.,,,,,,
0,5,94c56870-3c61-4f5c-8816-7d412d155b5f,condition,Is CS Falcon Sandbox enabled?,Verify that there is a valid instance of CrowdStrike Falcon Sandbox enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'string.isEqual', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VxStream'}}, 'ignorecase': True}], [{'operator': 'string.isEqual', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,6,54bc8e82-f709-4686-8a24-43b6cbe9986b,title,Done,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'string.isEqual', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VxStream'}}, 'ignorecase': True}], [{'operator': 'string.isEqual', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,8,49f9beb3-ca33-46ec-8221-0592122e44b8,regular,Set file to context,Set the file object into context.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'string.isEqual', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'VxStream'}}, 'ignorecase': True}], [{'operator': 'string.isEqual', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}, 'ignorecase': True}]]}"
0,9,db62439a-babe-4770-86ec-9e473e10880e,condition,Is the file type supported?,Check if file type is supported.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isExists', 'left': {'value': {'complex': {'root': 'File', 'filters': [[{'operator': 'string.match', 'left': {'value': {'simple': 'File.Type'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:exe|scr|pif|dll|com|cpl|etc|doc|docx|ppt|pps|pptx|ppsx|xls|xlsx|rtf|pub|PDF|APK|JAR|sct|lnk|chm|hta|wsf|JS|VBS|VBE|SWF|PL|PS1|PSD1|PSM1|SVG|PY|PL|ELF|EML|MSG)\\b'}}, 'ignorecase': True}, {'operator': 'string.match', 'left': {'value': {'simple': 'File.Info'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:exe|scr|pif|dll|com|cpl|etc|doc|docx|ppt|pps|pptx|ppsx|xls|xlsx|rtf|pub|PDF|APK|JAR|sct|lnk|chm|hta|wsf|JS|VBS|VBE|SWF|PL|PS1|PSD1|PSM1|SVG|PY|PL|ELF|EML|MSG)\\b'}}, 'ignorecase': True}]], 'accessor': 'EntryID'}}, 'iscontext': True}}]]}"
0,10,abd56ee9-97d0-4f35-8f5b-ac44b78c3f0b,condition,Is there a file to detonate?,,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'general.isExists', 'left': {'value': {'complex': {'root': 'inputs.File'}}, 'iscontext': True}}]]}"
0,0,09a1d3ca-6465-42dc-8a28-4a1d382e76ff,start,,,,,,,,
0,5,6bee82b2-c6ef-4bc4-8b43-dfa80bacd1cd,condition,Is FireEye AX enabled,Verify that there is a valid instance of FireEye AX enabled.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Fireeye'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,6,c7debc9a-f9dd-427b-898a-be6814407698,title,Done,Done,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Fireeye'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,11,2dbe8904-3a0e-421d-8dd6-28d64963f65d,regular,Set file to context,Set the file object into context.,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Fireeye'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,13,b08d6749-94f5-4d7d-8be8-f1a1ec7874aa,regular,FireEye AX Upload Sample,Submits a sample to FireEye AX,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'modules', 'filters': [[{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.brand'}, 'iscontext': True}, 'right': {'value': {'simple': 'Fireeye'}}, 'ignorecase': True}], [{'operator': 'isEqualString', 'left': {'value': {'simple': 'modules.state'}, 'iscontext': True}, 'right': {'value': {'simple': 'active'}}, 'ignorecase': True}]], 'accessor': 'brand'}}, 'iscontext': True}}]]}"
0,14,4f8fafd7-ca9f-47fd-8909-5e5f8a475eb9,condition,Is there a file to detonate?,Asserts there's a file to detonate,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'simple': 'inputs.File'}, 'iscontext': True}}]]}"
0,15,e870c12f-520e-4a84-8e4c-6eb304a0feeb,condition,Is the file type supported?,Asserts the file type is supported,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'File', 'filters': [[{'operator': 'match', 'left': {'value': {'simple': 'File.Type'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}, {'operator': 'match', 'left': {'value': {'simple': 'File.Info'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}, {'operator': 'match', 'left': {'value': {'simple': 'File.Extension'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}]]}}, 'iscontext': True}}], [{'operator': 'notEndWith', 'left': {'value': {'simple': 'File.Extension'}, 'iscontext': True}, 'right': {'value': {'simple': 'eml'}}, 'ignorecase': True}]]}"
0,16,75d77278-0907-4f26-87dc-ad51c40cb28c,playbook,GenericPolling,"Use as a sub-playbook to block execution of the master playbook until a remote action is complete.
This playbook implements polling by continually running the command in Step #2 until the operation completes.
The remote action should have the following structure:

1. Initiate the operation.
2. Poll to check if the operation completed.
3. (optional) Get the results of the operation.",,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'File', 'filters': [[{'operator': 'match', 'left': {'value': {'simple': 'File.Type'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}, {'operator': 'match', 'left': {'value': {'simple': 'File.Info'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}, {'operator': 'match', 'left': {'value': {'simple': 'File.Extension'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}]]}}, 'iscontext': True}}], [{'operator': 'notEndWith', 'left': {'value': {'simple': 'File.Extension'}, 'iscontext': True}, 'right': {'value': {'simple': 'eml'}}, 'ignorecase': True}]]}"
0,17,803f374f-daac-43d6-8483-85b6fbd56f77,regular,AX-result,Retrieve result data upon a file. NOTE - This command returns a file,,,,,,"{'label': 'yes', 'condition': [[{'operator': 'isExists', 'left': {'value': {'complex': {'root': 'File', 'filters': [[{'operator': 'match', 'left': {'value': {'simple': 'File.Type'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}, {'operator': 'match', 'left': {'value': {'simple': 'File.Info'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}, {'operator': 'match', 'left': {'value': {'simple': 'File.Extension'}, 'iscontext': True}, 'right': {'value': {'simple': '.*(?:PE32|EXE|DLL|JAR|JS|PDF|DOC|DOCX|RTF|XLS|PPT|PPTX|XML|ZIP|VBN|SEP|XZ|GZ|BZ2|TAR|MHTML|SWF|LNK|URL|MSI|JTD|JTT|JTDC|JTTC|HWP|HWT|HWPX|BAT|HTA|PS1|VBS|WSF|JSE|VBE|CHM)\\b'}}, 'ignorecase': True}]]}}, 'iscontext': True}}], [{'operator': 'notEndWith', 'left': {'value': {'simple': 'File.Extension'}, 'iscontext': True}, 'right': {'value': {'simple': 'eml'}}, 'ignorecase': True}]]}"
0,0,454650df-c42f-4915-84cf-9a908e1bff04,start,,Playbook start point,,,,,,
0,3,2a8f5bbb-7692-4ece-8abe-9801c7b05c3c,title,Done,Done,,,,,,
0,8,f6627718-5952-4240-8fba-104c1350e79b,playbook,Detonate File - JoeSecurity,"Detonates one or more files using the Joe Security - Joe Sandbox integration.
Returns relevant reports to the War Room and file reputations to the context data.
All file types are supported.",,,,,,
0,9,c04567fa-641d-4b51-8c94-561516554b3d,playbook,ATD - Detonate File,"Detonates a File using the McAfee Advanced Threat Defense sandbox.
Advanced Threat Defense supports the following File Types:
32-bit Portable Executables (PE)files; 64-bit PE+files
exe, sys, dll, com, scr, cpl, ocx, cgi
Microsoft Office Suite documents
doc,dotm, docx, dotx, xls, ppam, xlsx, pps, xlsb, ppsx, xlsm, ppsm, ppt, ppt, pptx, pptm, rtf, shs, xltm, sldm, xltx, sldx, xlam, thmx, docm, xar
Just Systems Ichitaro documents
jtd, jtdc
Adobe
pdf, swf
Compressed files
gz, 7z, tgz, msi, zip, lzh, cab, lzma, rar
Android application package
apk, Java, JAR, CLASS, Java Script, Java bin files
Image files
jpeg, png, gif
Other file types
cmd, ace, bat, arj, vbs, chm, xml, lnk, url, mof, htm, ocx, html, potm, eml, potx, msg, ps1, vb, reg, vba, wsc, vbe, wsf, vbs, wsh",,,,,,
0,10,e82f2557-2a9d-4e13-81b1-ad3f4d685f3d,playbook,Detonate File - ThreatGrid,Detonate one or more URLs using the Threat Grid integration. This playbook returns relevant reports to the War Room and URL reputations to the context data.,,,,,,
0,11,f1c56438-d1b6-4848-8608-c6292f3905b9,playbook,CrowdStrike Falcon Sandbox - Detonate file,"Detonate one or more files using the CrowdStrike integration. This playbook returns relevant reports to the War Room and file reputations to the context data. The detonation supports the following file types - EXE, DLL, JAR, JS, PDF, DOC, DOCX, RTF, XLS, PPT, PPTX, XML, ZIP, VBN, SEP, XZ, GZ, BZ2, TAR, MHTML, SWF, LNK, URL, MSI, JTD, JTT, JTDC, JTTC, HWP, HWT, HWPX, BAT, HTA, PS1, VBS, WSF, JSE, VBE, CHM",,,,,,
0,13,0a805640-8d5e-46d4-87f2-04a0781a6ca5,playbook,WildFire - Detonate file,"Detonate one or more files using the Wildfire integration. This playbook returns relevant reports to the War Room and file reputations to the context data.
The detonation supports the following file types -
APK, JAR, DOC, DOCX, RTF, XLS, XLSX, PPT, PPTX, XML, PE32, PDF, DMG, PKG, RAR, 7Z",,,,,,
0,14,d8093197-7aa9-4b18-8774-563225e8c72b,playbook,Detonate File - Lastline,"Detonates a File using the Lastline sandbox.
Lastline supports the following File Types:
EXE, SYS, DLL, COM, SCR, CPL, OCX, CGI, DOC, DOTM, DOCX, DOTX, XLS, PPAM, XSLX, PPS, XLSB, PPSX, XLSM, PPSM, PPT, PPTX, PPTM, RTF, SHS, XLTM, SLDM, XLTX, SLDX, XLAM, THMX, DOCM, XAR, JTD, JTDC, PDF, SWF, GZ, 7Z, TGZ, MSI, ZIP, LZH, CAB, LZMA, APK, JAR, CLASS, JPEG, PNG, GIF, CMD, ACE, BAT, ARJ, VBS, CHM, XML, LNK, URL, MOF, HTM, OCX, HTML, POTM, EML, POTX, MSG, PS, |VB, REG, VBA, WSC, VBE, WSF, VBS, WSH",,,,,,
0,15,0e879eba-0377-44bf-81c4-83468555fec4,playbook,Detonate File - Cuckoo,Detonates a file using Cuckoo sandbox,,,,,,
0,16,e69051d8-12bd-440c-85de-3f3c713d1556,playbook,Detonate File - SNDBOX,Detonates a file using SNDBOX,,,,,,
0,17,8bcf20e7-7f82-434b-8b21-200f3423a0ce,playbook,Detonate File - HybridAnalysis,Detonates a file using HybridAnalysis,,,,,,
0,18,11d549c4-31e9-4cd9-8983-9e1a1c7c4baf,playbook,Detonate File - ANYRUN,Detonates a file using ANYRUN,,,,,,
